,cms_Unnamed: 0,cms_id,cms_address,cms_city,cms_location,cms_county_name,cms_emergency_services,cms_geocode_accuracy,cms_geocode_flag,cms_hospital_name,cms_hospital_ownership,cms_hospital_type,cms_lat,cms_lng,cms_phone_number,cms_state,cms_COUNTYFP,cms_COUNTYNS,cms_url,cms_zip_code,cms_provider_id_int,cms_provider_id_raw,cms_RPT_REC_NUM,cms_icu_beds,cms_burn_beds,cms_surg_icu_beds,cms_coronary_beds,cms_acute_beds,cms_total_med_beds,cms_subprovider_ipf_beds,cms_subprovider_irf_beds,cms_subprovider_oth_beds,cms_skilled_nursing_beds,cms_nursing_fac_beds,cms_oth_longterm_beds,cms_hospice_beds,cms_all_beds,cms_geometry,cms_index_right,cms_STATEFP,cms_GEOID,cms_NAME,cms_NAMELSAD,cms_cnty_fips,cms_full_addy,cms_name_fips,hifld_X,hifld_Y,hifld_OBJECTID,hifld_ID,hifld_NAME,hifld_ADDRESS,hifld_CITY,hifld_STATE,hifld_ZIP,hifld_ZIP4,hifld_TELEPHONE,hifld_TYPE,hifld_STATUS,hifld_POPULATION,hifld_COUNTY,hifld_COUNTYFIPS,hifld_COUNTRY,hifld_LATITUDE,hifld_LONGITUDE,hifld_NAICS_CODE,hifld_NAICS_DESC,hifld_SOURCE,hifld_SOURCEDATE,hifld_VAL_METHOD,hifld_VAL_DATE,hifld_WEBSITE,hifld_STATE_ID,hifld_ALT_NAME,hifld_ST_FIPS,hifld_OWNER,hifld_TTL_STAFF,hifld_BEDS,hifld_TRAUMA,hifld_HELIPAD,hifld_full_addy,hifld_name_fips
6770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.396989428,34.02317951700007,4702.0,72990231.0,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,3828 DELMAS TERRACE,CULVER CITY,CA,90231.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,420.0,LOS ANGELES,06037,USA,34.0231795170001,-118.396989428,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2015-01-14T00:00:00.000Z,http://www.sch-culvercity.com/home.htm,NOT AVAILABLE,NOT AVAILABLE,6.0,GOVERNMENT - LOCAL,-999.0,420.0,NOT AVAILABLE,N,3828 DELMAS TERRACE CULVER CITY CA,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY - 06037
6771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-120.96297303899996,37.60026658800007,4703.0,73395307.0,TELECARE STANISLAUS COUNTY PHF,1904 RICHLAND AVENUE,CERES,CA,95307.0,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,16.0,STANISLAUS,06099,USA,37.6002665880001,-120.96297303899999,622210.0,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2015-01-14T00:00:00.000Z,http://www.telecarecorp.com/programs/157,NOT AVAILABLE,NOT AVAILABLE,6.0,GOVERNMENT - LOCAL,-999.0,16.0,NOT AVAILABLE,N,1904 RICHLAND AVE CERES CA,TELECARE STANISLAUS COUNTY PHF - 06099
6788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-121.76310337299995,37.625554272000045,4745.0,2194550.0,VA MEDICAL CENTER  LIVERMORE DIVISION,4951 ARROYO RD,LIVERMORE,CA,94550.0,NOT AVAILABLE,(925) 373-4700,MILITARY,OPEN,-999.0,ALAMEDA,06001,USA,37.625554271999995,-121.76310337299999,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2018-09-26T00:00:00.000Z,IMAGERY/OTHER,2015-05-21T00:00:00.000Z,http://www.paloalto.va.gov/,NOT AVAILABLE,NOT AVAILABLE,6.0,GOVERNMENT - FEDERAL,-999.0,-999.0,NOT AVAILABLE,Y,4951 ARROYO RD LIVERMORE CA,VA MEDICAL CENTER  LIVERMORE DIVISION - 06001
6789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.11907857899992,33.77663503300005,4746.0,2490822.0,VA LONG BEACH HEALTHCARE SYSTEM,5901 E 7TH ST,LONG BEACH,CA,90822.0,NOT AVAILABLE,(562) 826-8000,MILITARY,OPEN,-999.0,LOS ANGELES,06037,USA,33.776635033000005,-118.11907857899999,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2018-09-26T00:00:00.000Z,IMAGERY/OTHER,2015-05-21T00:00:00.000Z,http://www.longbeach.va.gov/,NOT AVAILABLE,NOT AVAILABLE,6.0,GOVERNMENT - FEDERAL,-999.0,-999.0,NOT AVAILABLE,N,5901 EAST 7TH ST LONG BEACH CA,VA LONG BEACH HEALTHCARE SYSTEM - 06037
6791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.11578584200001,37.994361505000015,4748.0,2694553.0,EAST BAY DIVISION  MARTINEZ OUTPATIENT CLINIC,150 MUIR RD,MARTINEZ,CA,94553.0,NOT AVAILABLE,(925) 372-2000,MILITARY,OPEN,-999.0,CONTRA COSTA,06013,USA,37.994361505,-122.11578584200001,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2018-09-26T00:00:00.000Z,IMAGERY/OTHER,2015-05-21T00:00:00.000Z,http://www.northerncalifornia.va.gov/,NOT AVAILABLE,NOT AVAILABLE,6.0,GOVERNMENT - FEDERAL,-999.0,-999.0,NOT AVAILABLE,N,150 MUIR RD MARTINEZ CA,EAST BAY DIVISION  MARTINEZ OUTPATIENT CLINIC - 06013
6792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-121.29645880299995,38.57296624600008,4749.0,2795655.0,VA MEDICAL CENTER  SACRAMENTO,10535 HOSPITAL WAY,MATHER,CA,95655.0,NOT AVAILABLE,(916) 843-7000,MILITARY,OPEN,-999.0,SACRAMENTO,06067,USA,38.5729662460001,-121.296458803,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2018-09-26T00:00:00.000Z,IMAGERY/OTHER,2015-05-21T00:00:00.000Z,http://www.northerncalifornia.va.gov/,NOT AVAILABLE,NOT AVAILABLE,6.0,GOVERNMENT - FEDERAL,-999.0,-999.0,NOT AVAILABLE,N,10535 HOSPITAL WAY MATHER CA,VA MEDICAL CENTER  SACRAMENTO - 06067
6793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.50497458599995,37.78229119100007,4750.0,2994121.0,SAN FRANCISCO VA HEALTH CARE SYSTEM,4150 CLEMENT ST,SAN FRANCISCO,CA,94121.0,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,-999.0,SAN FRANCISCO,06075,USA,37.7822911910001,-122.504974586,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2018-09-26T00:00:00.000Z,IMAGERY/OTHER,2015-05-21T00:00:00.000Z,http://www.sanfrancisco.va.gov/,NOT AVAILABLE,NOT AVAILABLE,6.0,GOVERNMENT - FEDERAL,-999.0,-999.0,NOT AVAILABLE,Y,4150 CLEMENT ST SAN FRANCISCO CA,SAN FRANCISCO VA HEALTH CARE SYSTEM - 06075
6794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.48204182499994,34.24438638900005,4751.0,3391343.0,SEPULVEDA AMBULATORY CARE CENTER,16111 PLUMMER ST,LOS ANGELES,CA,91343.0,NOT AVAILABLE,(818) 891-7711,GENERAL ACUTE CARE,OPEN,-999.0,LOS ANGELES,06037,USA,34.2443863890001,-118.482041825,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2018-09-26T00:00:00.000Z,IMAGERY/OTHER,2015-05-21T00:00:00.000Z,http://www.losangeles.va.gov/,NOT AVAILABLE,NOT AVAILABLE,6.0,GOVERNMENT - FEDERAL,-999.0,-999.0,NOT AVAILABLE,N,16111 PLUMMER ST LOS ANGELES CA,SEPULVEDA AMBULATORY CARE CENTER - 06037
6795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-117.25006380399998,34.050257508000065,4752.0,3492357.0,VA LOMA LINDA HEALTHCARE SYSTEM,11201 BENTON ST,LOMA LINDA,CA,92357.0,NOT AVAILABLE,(909) 825-7084,MILITARY,OPEN,-999.0,SAN BERNARDINO,06071,USA,34.0502575080001,-117.25006380399999,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2018-09-26T00:00:00.000Z,IMAGERY/OTHER,2015-05-21T00:00:00.000Z,http://www.lomalinda.va.gov/,NOT AVAILABLE,NOT AVAILABLE,6.0,GOVERNMENT - FEDERAL,-999.0,-999.0,NOT AVAILABLE,N,11201 BENTON ST LOMA LINDA CA,VA LOMA LINDA HEALTHCARE SYSTEM - 06071
6796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-117.23241926199995,32.87555805200003,4753.0,3592161.0,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DR,SAN DIEGO,CA,92161.0,NOT AVAILABLE,(858) 552-8585,MILITARY,OPEN,-999.0,SAN DIEGO,06073,USA,32.875558051999995,-117.23241926200001,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2018-09-26T00:00:00.000Z,IMAGERY/OTHER,2015-05-21T00:00:00.000Z,http://www.sandiego.va.gov/,NOT AVAILABLE,NOT AVAILABLE,6.0,GOVERNMENT - FEDERAL,-999.0,-999.0,NOT AVAILABLE,N,3350 LA JOLLA VILLAGE DR SAN DIEGO CA,VA SAN DIEGO HEALTHCARE SYSTEM - 06073
6797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-117.24469750899999,34.07023244900005,4754.0,59192354.0,TOTALLY KIDS REHABILITATION CENTER,1720 MOUNTAIN VIEW AVE,LOMA LINDA,CA,92354.0,NOT AVAILABLE,(909) 796-6915,CHILDREN,OPEN,81.0,SAN BERNARDINO,06071,USA,34.0702324490001,-117.24469750899999,622110.0,"CHILDREN'S HOSPITALS, GENERAL",http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2016-02-18T00:00:00.000Z,https://totallykids.com/,NOT AVAILABLE,NOT AVAILABLE,6.0,PROPRIETARY,-999.0,81.0,NOT AVAILABLE,N,1720 MTAIN VIEW AVE LOMA LINDA CA,TOTALLY KIDS REHABILITATION CENTER - 06071
6798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.39007047599995,37.76548002500003,4755.0,59294158.0,UCSF MEDICAL CENTER AT MISSION BAY,1975 4TH STREET,SAN FRANCISCO,CA,94158.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,289.0,SAN FRANCISCO,06075,USA,37.765480025,-122.390070476,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2016-02-18T00:00:00.000Z,http://www.ucsfmissionbayhospitals.org/,NOT AVAILABLE,NOT AVAILABLE,6.0,GOVERNMENT - LOCAL,-999.0,289.0,NOT AVAILABLE,Y,1975 4TH ST SAN FRANCISCO CA,UCSF MEDICAL CENTER AT MISSION BAY - 06075
6799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-121.86753185899994,39.754186560000036,4757.0,12695926.0,ENLOE REHABILITATION CENTER,340 WEST EAST AVENUE,CHICO,CA,95926.0,NOT AVAILABLE,NOT AVAILABLE,REHABILITATION,OPEN,40.0,BUTTE,06007,USA,39.7541865600001,-121.867531859,622310.0,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.enloe.org/medical_services/rehabilitation_center.asp,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,40.0,NOT AVAILABLE,N,340 WEST EAST AVE CHICO CA,ENLOE REHABILITATION CENTER - 06007
6806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-117.08325872799999,32.633746460000054,4773.0,41391910.0,SCRIPPS MERCY HOSPITAL  CHULA VISTA,435 H STREET,CHULA VISTA,CA,91910.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,183.0,SAN DIEGO,06073,USA,32.6337464600001,-117.08325872799999,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.scripps.org/,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,183.0,NOT AVAILABLE,N,435 H ST CHULA VISTA CA,SCRIPPS MERCY HOSPITAL  CHULA VISTA - 06073
6807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-117.15447621399994,32.80601161300005,4775.0,42392111.0,SHARP MCDONALD CENTER,7989 LINDA VISTA ROAD,SAN DIEGO,CA,92111.0,NOT AVAILABLE,NOT AVAILABLE,REHABILITATION,OPEN,16.0,SAN DIEGO,06073,USA,32.8060116130001,-117.154476214,622310.0,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.sharp.com/mcdonald/index.cfm,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,16.0,NOT AVAILABLE,N,7989 LINDA VISTA RD SAN DIEGO CA,SHARP MCDONALD CENTER - 06073
6809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-119.72274312299996,34.432967903000076,4789.0,37393105.0,COTTAGE REHABILITATION HOSPITAL,2415 DE LA VINA,SANTA BARBARA,CA,93105.0,NOT AVAILABLE,(805) 687-7444,REHABILITATION,OPEN,38.0,SANTA BARBARA,06083,USA,34.432967903000105,-119.72274312299999,622310.0,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.cottagehealthsystem.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,38.0,NOT AVAILABLE,N,2415 DE LA VINA SANTA BARBARA CA,COTTAGE REHABILITATION HOSPITAL - 06083
6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.268577616,37.86441185600006,4794.0,1094704.0,ALTA BATES SUMMIT MED CTR HERRICK CAMPUS,2001 DWIGHT WAY,BERKELEY,CA,94704.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,69.0,ALAMEDA,06001,USA,37.864411856000096,-122.268577616,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.altabatessummit.com,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,69.0,NOT AVAILABLE,N,2001 DWIGHT WAY BERKELEY CA,ALTA BATES SUMMIT MED CTR HERRICK CAMPUS - 06001
6811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.09496152499996,37.63074237700005,4797.0,18894545.0,KAISER FND HOSP  HAYWARD FREMONT,27400 HESPERIAN BOULEVARD,HAYWARD,CA,94545.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,213.0,ALAMEDA,06001,USA,37.630742377,-122.094961525,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,213.0,NOT AVAILABLE,N,27400 HESPERIAN BLVD HAYWARD CA,KAISER FND HOSP  HAYWARD FREMONT - 06001
6812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-117.79063593399998,34.06099256900006,4801.0,1691768.0,AMERICAN RECOVERY CENTER,2180 WEST VALLEY BOULEVARD,POMONA,CA,91768.0,NOT AVAILABLE,NOT AVAILABLE,REHABILITATION,OPEN,50.0,LOS ANGELES,06037,USA,34.0609925690001,-117.790635934,622310.0,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,50.0,NOT AVAILABLE,N,2180 WEST VALLEY BLVD POMONA CA,AMERICAN RECOVERY CENTER - 06037
6813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-117.94566602299992,34.06346308200005,4808.0,6991790.0,CITRUS VALLEY MEDICAL CENTER  QV CAMPUS,1115 SOUTH SUNSET AVENUE,WEST COVINA,CA,91790.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,325.0,LOS ANGELES,06037,USA,34.063463082000105,-117.94566602299999,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.cvhp.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,325.0,NOT AVAILABLE,N,1115 SOUTH SUNSET AVE WEST COVINA CA,CITRUS VALLEY MEDICAL CENTER  QV CAMPUS - 06037
6814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.55314802899994,34.20054599100007,4812.0,18291335.0,JOYCE EISENBERG KEEFER MEDICAL CENTER,7150 TAMPA AVENUE,RESEDA,CA,91335.0,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,249.0,LOS ANGELES,06037,USA,34.2005459910001,-118.553148029,622210.0,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.jha.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,249.0,NOT AVAILABLE,N,7150 TAMPA AVE RESEDA CA,JOYCE EISENBERG KEEFER MEDICAL CENTER - 06037
6815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.01335391099998,33.91636424200004,4815.0,22990637.0,KINDRED HOSPITAL  LA MIRADA,14900 EAST IMPERIAL HIGHWAY,LA MIRADA,CA,90637.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,118.0,LOS ANGELES,06037,USA,33.916364242,-118.01335391100001,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.kindredlamirada.com/,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,118.0,NOT AVAILABLE,N,14900 EAST IMPERIAL HWY LA MIRADA CA,KINDRED HOSPITAL  LA MIRADA - 06037
6816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.37845111099995,33.99013059300006,4816.0,23090056.0,KINDRED HOSPITAL  LOS ANGELES,5525 WEST SLAUSON AVENUE,LOS ANGELES,CA,90056.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,81.0,LOS ANGELES,06037,USA,33.9901305930001,-118.378451111,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.kindredhospitalla.com/,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,81.0,NOT AVAILABLE,N,5525 WEST SLAUSON AVE LOS ANGELES CA,KINDRED HOSPITAL  LOS ANGELES - 06037
6817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.049928605,33.969943424000064,4820.0,35590602.0,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 EAST WASHINGTON BLVD.,WHITTIER,CA,90602.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,548.0,LOS ANGELES,06037,USA,33.9699434240001,-118.049928605,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.whittierpres.com,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,548.0,NOT AVAILABLE,Y,12401 EAST WASHINGTON BLVD WHITTIER CA,PRESBYTERIAN INTERCOMMUNITY HOSPITAL - 06037
6820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.19664647399996,33.78936752100002,4825.0,49890813.0,TOM REDGATE MEMORIAL RECOVERY CENTER,1775 CHESTNUT STREET,LONG BEACH,CA,90813.0,NOT AVAILABLE,NOT AVAILABLE,REHABILITATION,OPEN,63.0,LOS ANGELES,06037,USA,33.789367520999996,-118.19664647399999,622310.0,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://bhs-inc.org/rmrc.html,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,63.0,NOT AVAILABLE,N,1775 CHESTNUT ST LONG BEACH CA,TOM REDGATE MEMORIAL RECOVERY CENTER - 06037
6822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.20478550899996,34.061355406000054,4827.0,51390033.0,USC KENNETH NORRIS JR CANCER HOSPITAL,1441 EASTLAKE AVENUE,LOS ANGELES,CA,90033.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,60.0,LOS ANGELES,06037,USA,34.0613554060001,-118.20478550899999,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://uscnorriscancer.usc.edu,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,60.0,NOT AVAILABLE,Y,1441 EASTLAKE AVE LOS ANGELES CA,USC KENNETH NORRIS JR CANCER HOSPITAL - 06037
6825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-116.40070575799996,33.762300505000034,4831.0,3892270.0,THE BETTY FORD CENTER,39000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270.0,NOT AVAILABLE,NOT AVAILABLE,REHABILITATION,OPEN,100.0,RIVERSIDE,06065,USA,33.762300505,-116.40070575799999,622310.0,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.hazeldenbettyford.org/treatment/locations/betty-ford-center-rancho-mirage,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,100.0,NOT AVAILABLE,N,39000 BOB HOPE DR RANCHO MIRAGE CA,THE BETTY FORD CENTER - 06065
6826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-117.3952935,33.96230638700006,4834.0,37792506.0,PACIFIC GROVE HOSPITAL,5900 BROCKTON AVENUE,RIVERSIDE,CA,92506.0,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,68.0,RIVERSIDE,06065,USA,33.962306387000105,-117.3952935,622210.0,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.rcbm.com/,NOT AVAILABLE,RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,6.0,NON-PROFIT,-999.0,68.0,NOT AVAILABLE,N,5900 BROCKTON AVE RIVERSIDE CA,PACIFIC GROVE HOSPITAL - 06065
6827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-121.94755404799999,37.25975738600005,4835.0,6595008.0,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,3777 SOUTH BASCOM AVENUE,CAMPBELL,CA,95008.0,NOT AVAILABLE,NOT AVAILABLE,CHILDREN,OPEN,31.0,SANTA CLARA,06085,USA,37.259757386,-121.94755404799999,622110.0,"CHILDREN'S HOSPITALS, GENERAL",http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://pedisubacute.com/,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,31.0,NOT AVAILABLE,N,3777 SOUTH BASCOM AVE CAMPBELL CA,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA - 06085
6829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.32650936999993,37.56518477600008,4838.0,29894401.0,MILLS HEALTH CENTER,100 SOUTH SAN MATEO DRIVE,SAN MATEO,CA,94401.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,60.0,SAN MATEO,06081,USA,37.5651847760001,-122.32650937,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.mills-peninsula.org/locations/millshealth.html,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,60.0,NOT AVAILABLE,N,100 SOUTH SAN MATEO DR SAN MATEO CA,MILLS HEALTH CENTER - 06081
